1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, Tesco, Tacoma, United States, Cash, 42176, Y, 
10651, c_10651, نيايش حسنی, 109, TVs, Technology, 8, $9600.0, 2021-12-10 15:49:25, Aldi, روستای اسرا, Iran, Card, 78091, Y, 
ten thousand six hundred and fifty-second, c_10652, امیرحسین هنری, 403, Erasers, School Items, 10, $15.0, 2021-12-26 16:38:48, Amazon, دهستان ریحانه, Iran, Card, 23284, Y, 
10653, c_10653, آيدا دادفر, 301, Couches, Furniture, 10, $3000.0, 2021-11-01 11:21:48, Amazon, استان یسنا, Iran, Internet Banking, 89967, N, Account locked
10654, c_10654, فاطمه شمشیری, 205, Socks, Clothes, 10, $50.0, 2021-11-01 11:21:48, Amazon, بندر عسل, Iran, Cash, 98687, Y, 
10655, c_10655, علیرضا زنجانی, 413, Sketchbooks, School Items, 7, $21.0, 2021-11-02 13:33:37, Mediamarkt, باغات محمدپارسا, Iran, Electronic, 71044, Y, 
10656, c_10656, يوسف بهمنی, 114, Webcam, Technology, 2, $240.0, 2021-09-01 19:15:24, Tesco, بندر ابوالفضل, Iran, Electronic, 12736, Y, 
10657, c_10657, نرگس دایی, 219, Boxers, Clothes, 8, $40.0, 2021-12-21 16:32:49, Tesco, جنوب کيانا, Iran, Card, 23855, N, Invalid zip code
10658, c_10658, آرمین دایی, 201, Underwear, Clothes, 8, $72.0, 2021-12-21 16:32:49, Tesco, دهستان زينب, Iran, Internet Banking, 33718, N, Account locked
10659, c_10659, الينا اشتری, 308, Chest, Furniture, 1, $80.0, 2021-07-04 11:58:34, Tesco, شهرستان اميرعباس, Iran, Internet Banking, 71581, Y, 
10660, c_10660, زهرا رضا زاده, 113, Mouse, Technology, 9, $720.0, 2021-12-07 15:11:23, Amazon, استان اميرعلي, Iran, Card, 43188, N, Invalid card number
10661, c_10661, النا اشرفی, 301, Couches, Furniture, 8, $2400.0, 2021-02-02 13:02:11, Tesco, شهر زينب, Iran, Card, 79633, Y, 
10662, c_10662, کيان پویان, 312, Stool, Furniture, 9, $225.0, 2021-06-17 11:06:10, Tesco, بندر ماهان, Iran, Card, 41637, Y, 
10663, c_10663, حلما موحد, 303, Tables, Furniture, 9, $3150.0, 2021-06-17 11:06:10, Tesco, شهر محمدیاسین, Iran, Cash, 91193, Y, 
10664, c_10664, سارا مهدیان, 403, Erasers, School Items, 1, $1.5, 2021-12-10 19:29:32, Tesco, جنوب سارا, Iran, Electronic, 42974, Y, 
10665, c_10665, زينب محمد پور, 214, Suits, Clothes, 1, $120.0, 2021-12-10 19:29:32, Tesco, جنوب يسنا, Iran, Gift card, 10374, N, Insufficent funds
10666, c_10666, اسما مهدیان, 103, Microwaves, Technology, 6, $960.0, 2021-12-04 16:14:12, Amazon, روستای کوثر, Iran, Electronic, 18969, N, Account locked
10667, c_10667, فاطمه زارعی, 202, Shoes, Clothes, 2, $120.0, 2021-12-01 20:52:33, Aldi, جنوب یاسین, Iran, Card, 22640, N, Invalid CVV
10668, c_10668, رقيه ملکیان, 113, Mouse, Technology, 5, $400.0, 2021-10-16 08:11:20, Tesco, استان فاطمه, Iran, Gift card, 92783, N, Insufficent funds
10669, c_10669, اميرحسين سعیدی, 105, Electronic Locks, Technology, 9, $765.0, 2021-01-19 19:46:41, Tesco, دهستان فاطمه, Iran, Internet Banking, 50537, Y, 
10670, c_10670, امیرمهدی لاهوتی, 422, Lunchbox, School Items, 10, $70.0, 2021-12-10 12:40:39, Amazon, روستای دانیال, Iran, Gift card, 71301, Y, 
10671, c_10671, سينا علی پور, 418, Glue Stick, School Items, 1, $1.0, 2021-08-25 19:43:01, Tesco, استان مريم, Iran, Cash, 32891, Y, 
10672, c_10672, حلما ایروانی, 117, Fridges, Technology, 1, $270.0, 2021-06-22 18:30:25, Tesco, شهر عرفان, Iran, Electronic, 18120, Y, 
10673, c_10673, مبین رستمی, 308, Chest, Furniture, 1, $80.0, 2021-06-22 18:30:25, Tesco, شمال اسما, Iran, Cash, 63733, Y, 
10674, c_10674, آيلين بهرامی, 316, Shelves, Furniture, 3, $90.0, 2021-10-26 16:02:47, Tesco, شهرستان آيدا, Iran, Gift card, 22789, Y, 
10675, c_10675, آریا گلپایگانی, 309, Beds, Furniture, 3, $1500.0, 2021-10-26 16:02:47, Tesco, روستای رقيه, Iran, Card, 41145, Y, 
10676, c_10676, مائده مجتبوی, 423, Index cards, School Items, 5, $10.0, 2021-12-16 20:54:01, Amazon, بندر محمدیاسین, Iran, Electronic, 38625, Y, 
10677, c_10677, فاطمياسارينا اکبر پور, 207, Kahkis, Clothes, 1, $15.0, 2021-07-06 15:01:28, Tesco, غرب سجاد, Iran, Electronic, 95800, N, Account locked
10678, c_10678, حنانه سعیدی, 115, USB, Technology, 1, $15.0, 2021-07-06 15:01:28, Tesco, روستای آتنا, Iran, Electronic, 38842, Y, 
10679, c_10679, آریا منصوری, 307, Dresser, Furniture, 5, $600.0, 2021-10-07 16:04:28, Tesco, غرب اميرمهدي, Iran, Internet Banking, 75247, Y, 
10680, c_10680, مهديس رسولی, 223, Belts, Clothes, 8, $336.0, 2021-12-11 20:14:22, Amazon, باغات حلما, Iran, Cash, 66770, Y, 
10681, c_10681, علي مجتهدی, 104, Headphones, Technology, 8, $1040.0, 2021-01-24 15:14:17, Tesco, شمال علی اكبر, Iran, Card, 23084, Y, 
10682, c_10682, علیرضا محمد پور, 302, Recliners, Furniture, 4, $660.0, 2021-08-28 08:12:30, Tesco, استان ماهان, Iran, Cash, 97507, N, Insufficent funds
10683, c_10683, مهدیه ایروانی, 311, Ottoman, Furniture, 3, $150.0, 2021-08-13 08:17:10, Amazon, شمال نازنین زهرا, Iran, Internet Banking, 36449, Y, 
10684, c_10684, آرتين نیلوفری, 212, Sunglasses, Clothes, 6, $474.0, 2021-12-26 17:57:59, Tesco, باغات حسام, Iran, Card, 32681, N, Invalid zip code
10685, c_10685, محدثه الوندی, 421, Sharpie pens, School Items, 6, $12.0, 2021-12-26 17:57:59, Tesco, باغات یسنا, Iran, Electronic, 22346, Y, 
10686, c_10686, کيانا صیادی, 221, Scarves, Clothes, 3, $54.0, 2021-04-19 15:02:52, Tesco, جنوب اميررضا, Iran, Cash, 86230, Y, 
10687, c_10687, اسما هنری, 105, Electronic Locks, Technology, 2, $170.0, 2021-09-26 17:36:59, Tesco, شهرستان آیلین, Iran, Gift card, 86016, Y, 
10688, c_10688, نیایش شمشیری, 306, Bookcase, Furniture, 1, $150.0, 2021-12-03 12:48:17, Aldi, شرق احسان, Iran, Internet Banking, 57854, Y, 
10689, c_10689, اميرعباس نامور, 108, Tablets, Technology, 3, $1800.0, 2021-12-04 17:43:31, Tesco, بندر نيايش, Iran, Cash, 24837, Y, 
10690, c_10690, محمدجواد پویان, 302, Recliners, Furniture, 3, $495.0, 2021-12-04 17:43:31, Tesco, بندر اميرمحمد, Iran, Cash, 80526, Y, 
10691, c_10691, ثنا سمسار, 207, Kahkis, Clothes, 2, $30.0, 2021-10-13 17:03:06, Tesco, باغات مریم, Iran, Gift card, 94792, Y, 
10692, c_10692, ستايش زارع, 416, Folders, School Items, 2, $2.0, 2021-10-13 17:03:06, Tesco, غرب متين, Iran, Electronic, 15530, Y, 
10693, c_10693, مائده دایی, 215, Jackets, Clothes, 1, $20.0, 2021-10-28 12:58:59, Tesco, دهستان احسان, Iran, Cash, 96747, Y, 
10694, c_10694, آرمین خسروجردی, 220, Bow-ties, Clothes, 5, $75.0, 2021-12-14 14:48:49, Mediamarkt, شهرستان مهدی, Iran, Card, 65468, N, Invalid card number
10695, c_10695, زهرا الوندی, 214, Suits, Clothes, 1, $120.0, 2021-12-11 18:54:14, Amazon, شمال النا, Iran, Card, 77317, N, Invalid CVV
10696, c_10696, اسما عقیلی, 411, Calculators, School Items, 1, $60.0, 2021-12-11 18:54:14, Amazon, استان حنانه, Iran, Card, 86938, Y, 
10697, c_10697, یاسین محمدی, 409, Crayons, School Items, 2, $6.0, 2021-11-27 10:31:43, Tesco, شرق مائده, Iran, Cash, 64966, Y, 
10698, c_10698, سینا پویان, 308, Chest, Furniture, 8, $640.0, 2021-12-25 19:34:21, Tesco, شهر یلدا, Iran, Internet Banking, 38362, Y, 
10699, c_10699, آيناز علی شاهی, 116, Cables, Technology, 8, $240.0, 2021-12-25 19:34:21, Tesco, غرب مهسا, Iran, Card, 25918, Y, 
10700, c_10700, حسام معروف, 100, Laptops, Technology, 5, $2250.0, 2021-09-26 20:31:59, Tesco, شهرستان آرتین, Iran, Card, 56525, N, Invalid zip code
10701, c_10701, محمد مهدی جلیلی, 109, TVs, Technology, 5, $6000.0, 2021-09-26 20:31:59, Tesco, شمال عرفان, Iran, Electronic, 38754, Y, 
10702, c_10702, علی اصغر چنگیزی, 224, Wallet, Clothes, 10, $650.0, 2021-01-01 10:51:55, Tesco, دهستان محمدیاسین, Iran, Electronic, 25010, N, Account locked
10703, c_10703, مهسا کابلی, 412, Uniforms, School Items, 9, $180.0, 2021-12-07 16:24:05, Aldi, استان محمد, Iran, Gift card, 28973, Y, 
10704, c_10704, ملیكا تنزیلی, 107, Computers, Technology, 4, $2800.0, 2021-03-14 08:22:54, Tesco, شهر علي, Iran, Gift card, 96351, Y, 
10705, c_10705, آرین شادروان, 415, Pens, School Items, 4, $6.0, 2021-10-22 17:36:19, Tesco, غرب محمد مهدی, Iran, Gift card, 44625, Y, 
10706, c_10706, الناز نیلوفری, 200, Jeans, Clothes, 4, $116.0, 2021-10-22 17:36:19, Tesco, غرب یلدا, Iran, Electronic, 32290, N, Account locked
10707, c_10707, عرفان هومن, 400, Notebooks, School Items, 4, $4.0, 2021-02-12 08:41:54, Tesco, شهرستان اميرمحمد, Iran, Cash, 60944, Y, 
10708, c_10708, فاطمه محمد پور, 211, Glasses, Clothes, 4, $236.0, 2021-10-12 20:48:46, alza.cz, شمال نازنين, Iran, Electronic, 63650, Y, 
10709, c_10709, معصومه حریریان, 401, Pencils, School Items, 4, $2.0, 2021-07-25 08:08:00, Tesco, شمال مهسا, Iran, Card, 37009, N, Invalid CVV
10710, c_10710, سبحان همدانی, 305, Clocks, Furniture, 6, $600.0, 2021-09-05 18:07:18, Tesco, روستای اميرمحمد, Iran, Card, 39329, N, Invalid zip code
10711, c_10711, محمدمهدي موحد, 226, Watch, Clothes, 6, $360.0, 2021-11-11 18:37:14, Tesco, بندر مهديس, Iran, Electronic, 51808, Y, 
10712, c_10712, کيانا ضرغامی, 420, Gym Bag, School Items, 9, $108.0, 2021-09-11 12:31:44, alza.cz, باغات ایلیا, Iran, Internet Banking, 13861, Y, 
10713, c_10713, حنانه محجوب, 220, Bow-ties, Clothes, 5, $75.0, 2021-12-12 16:59:25, Tesco, استان مريم, Iran, Gift card, 23983, Y, 
10714, c_10714, حسام شاکری, 418, Glue Stick, School Items, 5, $5.0, 2021-12-12 16:59:25, Tesco, بندر نازنين, Iran, Cash, 24346, Y, 
10715, c_10715, محمد طاها سمسار, 421, Sharpie pens, School Items, 4, $8.0, 2021-11-14 08:17:39, Tesco, شهرستان مریم, Iran, Internet Banking, 69010, N, Account locked
10716, c_10716, نیما صنایعی, 311, Ottoman, Furniture, 1, $50.0, 2021-12-10 17:21:47, Tesco, غرب محیا, Iran, Electronic, 49804, Y, 
10717, c_10717, محمد محمدی, 100, Laptops, Technology, 8, $3600.0, 2021-05-23 20:31:11, Tesco, غرب عباس, Iran, Card, 16607, Y, 
10718, c_10718, بهار زارعی, 223, Belts, Clothes, 5, $210.0, 2021-03-10 15:14:41, Tesco, استان امیرحسین, Iran, Electronic, 89954, Y, 
10719, c_10719, نازنین روحانی, 213, Tracksuit, Clothes, 4, $196.0, 2021-07-13 16:42:59, Tesco, دهستان محمدپارسا, Iran, Card, 33358, N, Invalid zip code
10720, c_10720, مهدیه گلپایگانی, 103, Microwaves, Technology, 4, $640.0, 2021-07-13 16:42:59, Tesco, جنوب علي, Iran, Gift card, 67310, Y, 
10721, c_10721, مليکا موحد, 226, Watch, Clothes, 8, $480.0, 2021-12-06 10:30:19, Amazon, شمال النا, Iran, Card, 18118, Y, 
10722, c_10722, آرين زارع, 408, Rulers, School Items, 8, $16.0, 2021-09-04 16:29:25, Tesco, شرق ياسمين, Iran, Internet Banking, 39198, Y, 
10723, c_10723, الينا سمسار, 117, Fridges, Technology, 7, $1890.0, 2021-09-17 13:26:28, Tesco, شرق مائده, Iran, Card, 21640, Y, 
10724, c_10724, زینب کابلی, 400, Notebooks, School Items, 10, $10.0, 2021-12-27 15:22:00, Aliexpress, روستای کيانا, Iran, Internet Banking, 65533, Y, 
10725, c_10725, كیان عبدالعلی, 102, Phones, Technology, 5, $3000.0, 2021-11-18 15:41:50, Tesco, شمال یسنا, Iran, Card, 30850, Y, 
10726, c_10726, آيلين عباسی, 217, Ties, Clothes, 7, $105.0, 2021-09-08 16:43:08, Tesco, باغات طاها, Iran, Cash, 54155, N, Insufficent funds
10727, c_10727, محمدپارسا سماوات, 204, Formal Wear, Clothes, 7, $840.0, 2021-06-07 10:11:06, Amazon, شمال محمدیاسین, Iran, Internet Banking, 68502, Y, 
10728, c_10728, کوثر شمشیری, 417, Pencil Pouch, School Items, 8, $40.0, 2021-11-01 10:45:51, Tesco, باغات كوثر, Iran, Card, 79593, N, Invalid zip code
10729, c_10729, آیناز الوندی, 421, Sharpie pens, School Items, 3, $6.0, 2021-12-20 14:33:41, Aldi, شهرستان محمدياسين, Iran, Cash, 65552, Y, 
10730, c_10730, نیما طلوعی, 407, Bags, School Items, 8, $80.0, 2021-12-02 10:47:12, Mediamarkt, شمال باران, Iran, Electronic, 10917, Y, 
10731, c_10731, ايليا رسولی, 414, Notepads, School Items, 8, $24.0, 2021-12-02 10:47:12, Mediamarkt, شمال اسما, Iran, Gift card, 30702, N, Insufficent funds
10732, c_10732, محمدجواد دایی, 204, Formal Wear, Clothes, 9, $1080.0, 2021-12-28 19:32:40, bazos, شرق نازنين, Iran, Card, 98708, Y, 
10733, c_10733, علي ترکاشوند, 101, Hard Drives, Technology, 10, $1250.0, 2021-11-22 16:30:20, Tesco, باغات ساميار, Iran, Electronic, 73339, Y, 
10734, c_10734, الينا پارسا, 226, Watch, Clothes, 8, $480.0, 2021-12-18 18:34:06, Amazon, غرب پارسا, Iran, Gift card, 46415, Y, 
10735, c_10735, ابوالفضل الوندی, 202, Shoes, Clothes, 7, $420.0, 2021-11-24 15:18:17, Tesco, جنوب مبينا, Iran, Gift card, 81517, N, Insufficent funds
10736, c_10736, فاطمه یزدی, 414, Notepads, School Items, 9, $27.0, 2021-09-15 19:22:03, alza.cz, دهستان متين, Iran, Card, 22455, Y, 
10737, c_10737, فاطمه کابلی, 215, Jackets, Clothes, 8, $160.0, 2021-11-23 19:54:57, Tesco, شمال آرتين, Iran, Electronic, 38481, Y, 
10738, c_10738, عباس فرجی, 303, Tables, Furniture, 4, $1400.0, 2021-12-03 10:36:18, Amazon, شمال محمدپارسا, Iran, Electronic, 58409, Y, 
10739, c_10739, پرنيا همدانی, 312, Stool, Furniture, 4, $100.0, 2021-12-03 10:36:18, Amazon, شهر محمد, Iran, Card, 83900, N, Invalid zip code
10740, c_10740, فاطمه سمسار, 219, Boxers, Clothes, 8, $40.0, 2021-12-04 12:01:46, Tesco, باغات سبحان, Iran, Card, 93810, N, Invalid CVV
10741, c_10741, هستی لاهوتی, 203, Sandals, Clothes, 7, $210.0, 2021-11-24 17:31:46, Tesco, بندر سينا, Iran, Card, 67567, N, Invalid CVV
10742, c_10742, نازنین موسوی, 407, Bags, School Items, 7, $70.0, 2021-11-24 17:31:46, Tesco, شهرستان اميرمحمد, Iran, Electronic, 96777, Y, 
10743, c_10743, آوا ایروانی, 207, Kahkis, Clothes, 8, $120.0, 2021-10-07 11:07:30, Tesco, شرق مريم, Iran, Cash, 25040, Y, 
10744, c_10744, حسين رفیعی, 208, Gowns, Clothes, 6, $174.0, 2021-01-06 16:45:45, Tesco, شهرستان متين, Iran, Internet Banking, 87620, Y, 
10745, c_10745, مهديس جهانی, 417, Pencil Pouch, School Items, 2, $10.0, 2021-10-01 19:09:03, Tesco, استان یوسف, Iran, Card, 51726, Y, 
10746, c_10746, علي موحد, 311, Ottoman, Furniture, 8, $400.0, 2021-12-03 15:22:00, Mediamarkt, استان زينب, Iran, Cash, 12659, Y, 
10747, c_10747, محمدیاسین سعیدی, 310, Ladders, Furniture, 6, $138.0, 2021-10-09 13:12:38, Mediamarkt, شهر عليرضا, Iran, Internet Banking, 60242, Y, 
10748, c_10748, كیان بهمنی, 117, Fridges, Technology, 7, $1890.0, 2021-07-15 14:33:25, Amazon, غرب يوسف, Iran, Card, 42649, Y, 
10749, c_10749, سبحان ربانی, 423, Index cards, School Items, 5, $10.0, 2021-12-07 19:20:30, Tesco, غرب امیرعباس, Iran, Cash, 66575, Y, 
10750, c_10750, معصومه علیجانی, 313, Cupboard, Furniture, 5, $450.0, 2021-12-07 19:20:30, Tesco, روستای عرفان, Iran, Gift card, 36265, Y, 
10751, c_10751, بنیامین مجتبوی, 402, Mechanical Pencils, School Items, 3, $1.5, 2021-06-09 11:31:08, Tesco, شمال حنانه, Iran, Internet Banking, 38755, Y, 
10752, c_10752, علی اصغر محجوب, 104, Headphones, Technology, 10, $1300.0, 2021-12-01 12:08:00, Amazon, استان یسنا, Iran, Cash, 94898, Y, 
ten thousand seven hundred and fifty-third, c_10753, اميرعباس فرجی, 422, Lunchbox, School Items, 7, $49.0, 2021-11-13 11:25:36, Tesco, شمال آرمين, Iran, Internet Banking, 57616, N, Account locked
10754, c_10754, محمدمهدي نیلوفری, 116, Cables, Technology, 7, $210.0, 2021-11-13 11:25:36, Tesco, شهر محیا, Iran, Cash, 72074, Y, 
10755, c_10755, بنیامین رسولی, 115, USB, Technology, 4, $60.0, 2021-10-06 17:19:53, Tesco, دهستان آرتين, Iran, Electronic, 51313, N, Account locked
10756, c_10756, سارا لاهوتی, 117, Fridges, Technology, 5, $1350.0, 2021-04-13 15:50:07, Tesco, شرق مليکا, Iran, Gift card, 91434, Y, 
10757, c_10757, نازنین یزدی, 220, Bow-ties, Clothes, 3, $45.0, 2021-08-12 14:50:52, Tesco, دهستان هستي, Iran, Card, 72316, Y, 
10758, c_10758, عباس الوندی, 400, Notebooks, School Items, 1, $1.0, 2021-12-11 12:04:08, Amazon, استان محيا, Iran, Gift card, 35638, Y, 
10759, c_10759, پرهام عباسی, 405, Textbooks, School Items, 1, $65.0, 2021-12-24 18:30:10, Aldi, دهستان سوگند, Iran, Card, 39913, N, Invalid CVV
10760, c_10760, سبحان تهرانی, 419, Lunch Bags, School Items, 10, $70.0, 2021-01-05 20:20:20, Tesco, استان سينا, Iran, Cash, 12133, Y, 
10761, c_10761, علی اكبر سعیدی, 116, Cables, Technology, 1, $30.0, 2021-07-05 15:22:48, Amazon, شمال امیررضا, Iran, Cash, 36866, Y, 
10762, c_10762, محدثه مجتهدی, 408, Rulers, School Items, 5, $10.0, 2021-12-06 18:07:34, Mediamarkt, شمال هليا, Iran, Electronic, 18670, N, Account locked
10763, c_10763, هانيه تهرانی, 309, Beds, Furniture, 4, $2000.0, 2021-11-06 12:09:12, Mediamarkt, غرب سارا, Iran, Internet Banking, 66801, N, Account locked
10764, c_10764, اميرمهدي یزدی, 204, Formal Wear, Clothes, 10, $1200.0, 2021-10-20 20:54:21, Tesco, بندر مبین, Iran, Internet Banking, 32711, Y, 
10765, c_10765, آوا هوشیار, 311, Ottoman, Furniture, 9, $450.0, 2021-07-13 11:38:27, Tesco, شهر حسام, Iran, Electronic, 66587, Y, 
10766, c_10766, امیرحسین یزدی, 308, Chest, Furniture, 9, $720.0, 2021-07-13 11:38:27, Tesco, استان محمدياسين, Iran, Cash, 80667, Y, 
10767, c_10767, عرشیا مهدیان, 309, Beds, Furniture, 3, $1500.0, 2021-11-23 20:56:51, Tesco, روستای مبينا, Iran, Cash, 75375, Y, 
10768, c_10768, اميررضا اکبر پور, 116, Cables, Technology, 9, $270.0, 2021-01-04 18:12:51, Tesco, شرق اسما, Iran, Cash, 55648, Y, 
10769, c_10769, معصومه زارع, 110, Remotes, Technology, 9, $225.0, 2021-01-04 18:12:51, Tesco, باغات مهدي, Iran, Cash, 19458, Y, 
