1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, United States, Tacoma, Tesco, Cash, 42176, Y, 
14505, c_14505, 승현 황, 211, Glasses, Clothes, 2, $118.0, 2021-02-08 15:30:52, Korea, 가평군, Tesco, Cash, 54435, Y, 
14506, c_14506, 명자 최, 420, Gym Bag, School Items, 4, $48.0, 2021-06-21 19:14:42, Korea, 광주시, Tesco, Internet Banking, 58630, Y, 
14507, c_14507, 옥자 이, 311, Ottoman, Furniture, 7, $350.0, 2021-12-13 13:09:08, Korea, 이천시, Amazon, Cash, 20667, Y, 
14508, c_14508, 수진 윤, 219, Boxers, Clothes, 2, $10.0, 2021-07-18 08:12:58, Korea, 연천군, Tesco, Electronic, 76705, Y, 
14509, c_14509, 동현 박, 115, USB, Technology, 9, $135.0, 2021-01-24 14:49:06, Korea, 양구군, Tesco, Cash, 59462, N, Insufficent funds
14510, c_14510, 경자 손, 310, Ladders, Furniture, 9, $207.0, 2021-01-24 14:49:06, Korea, 고양시, Tesco, Card, 74518, Y, 
14511, c_14511, 지민 구, 101, Hard Drives, Technology, 10, $1250.0, 2021-11-14 14:47:22, Korea, 음성군, Amazon, Cash, 49141, Y, 
14512, c_14512, 옥자 이, 215, Jackets, Clothes, 10, $200.0, 2021-11-14 14:47:22, Korea, 서산시, Amazon, Internet Banking, 91862, Y, 
14513, c_14513, 현주 최, 103, Microwaves, Technology, 4, $640.0, 2021-07-07 20:05:36, Korea, 부천시 오정구, Tesco, Gift card, 43196, Y, 
14514, c_14514, 서윤 윤, 216, Coats, Clothes, 7, $140.0, 2021-11-11 12:17:19, Korea, 부천시 오정구, Tesco, Card, 97252, Y, 
14515, c_14515, 정훈 우, 417, Pencil Pouch, School Items, 4, $20.0, 2021-11-11 20:37:09, Korea, 안양시 동안구, Tesco, Cash, 50374, Y, 
14516, c_14516, 혜진 김, 208, Gowns, Clothes, 7, $203.0, 2021-11-02 16:35:59, Korea, 부여군, Tesco, Electronic, 99664, Y, 
14517, c_14517, 정수 박, 107, Computers, Technology, 3, $2100.0, 2021-11-21 14:54:06, Korea, 고양시, Tesco, Gift card, 97567, Y, 
14518, c_14518, 영환 김, 418, Glue Stick, School Items, 6, $6.0, 2021-06-22 08:23:41, Korea, 성남시, Tesco, Card, 95378, N, Invalid CVV
14519, c_14519, 성현 김, 303, Tables, Furniture, 1, $350.0, 2021-10-10 18:41:46, Korea, 안산시, Tesco, Card, 20053, Y, 
14520, c_14520, 영환 박, 103, Microwaves, Technology, 5, $800.0, 2021-12-25 14:11:03, Korea, 양양군, Amazon, Gift card, 54046, Y, 
14521, c_14521, 영숙 안, 105, Electronic Locks, Technology, 10, $850.0, 2021-01-10 18:12:33, Korea, 동두천시, Tesco, Gift card, 23059, Y, 
14522, c_14522, 지영 김, 113, Mouse, Technology, 2, $160.0, 2021-12-03 17:34:35, Korea, 김포시, Aldi, Electronic, 40904, Y, 
14523, c_14523, 수민 강, 409, Crayons, School Items, 10, $30.0, 2021-11-07 14:36:47, Korea, 청양군, Mediamarkt, Gift card, 28159, Y, 
14524, c_14524, 수민 나, 115, USB, Technology, 10, $150.0, 2021-11-07 14:36:47, Korea, 부여군, Mediamarkt, Internet Banking, 35328, Y, 
14525, c_14525, 미숙 문, 413, Sketchbooks, School Items, 4, $12.0, 2021-12-16 18:40:05, Korea, 천안시 서북구, Amazon, Internet Banking, 54859, Y, 
14526, c_14526, 진우 김, 407, Bags, School Items, 1, $10.0, 2021-10-22 10:51:42, Korea, 속초시, Tesco, Card, 40792, N, Invalid zip code
14527, c_14527, 서현 노, 409, Crayons, School Items, 1, $3.0, 2021-11-11 11:08:47, Korea, 안양시 만안구, Mediamarkt, Cash, 61302, Y, 
14528, c_14528, 정호 이, 218, Briefs, Clothes, 4, $20.0, 2021-03-10 09:34:21, Korea, 과천시, Tesco, Electronic, 66865, Y, 
14529, c_14529, 정호 서, 107, Computers, Technology, 3, $2100.0, 2021-06-27 16:56:40, Korea, 성남시 분당구, Tesco, Internet Banking, 51389, Y, 
14530, c_14530, 주원 최, 306, Bookcase, Furniture, 3, $450.0, 2021-06-27 16:56:40, Korea, 홍성군, Tesco, Electronic, 62974, N, Account locked
14531, c_14531, 상현 이, 305, Clocks, Furniture, 7, $700.0, 2021-11-23 10:44:53, Korea, 서산시, Tesco, Internet Banking, 68013, N, Account locked
14532, c_14532, 영자 김, 210, T-shirts, Clothes, 7, $70.0, 2021-07-22 09:20:02, Korea, 광주시, Amazon, Card, 41650, N, Invalid zip code
14533, c_14533, 정수 이, 208, Gowns, Clothes, 8, $232.0, 2021-04-09 12:18:32, Korea, 동두천시, Tesco, Internet Banking, 66413, Y, 
14534, c_14534, 정수 장, 419, Lunch Bags, School Items, 9, $63.0, 2021-04-14 17:08:30, Korea, 여주시, Tesco, Cash, 22022, Y, 
14535, c_14535, 도현 류, 311, Ottoman, Furniture, 10, $500.0, 2021-12-08 20:45:30, Korea, 보령시, Tesco, Card, 23150, N, Invalid card number
14536, c_14536, 영수 김, 223, Belts, Clothes, 10, $420.0, 2021-12-08 20:45:30, Korea, 인제군, Tesco, Card, 42426, Y, 
14537, c_14537, 준서 조, 308, Chest, Furniture, 1, $80.0, 2021-11-23 17:34:49, Korea, 수원시 영통구, Tesco, Gift card, 79637, Y, 
14538, c_14538, 보람 우, 314, Cradle, Furniture, 10, $1290.0, 2021-03-11 20:43:37, Korea, 포천시, Tesco, Internet Banking, 93741, N, Account locked
14539, c_14539, 영희 류, 101, Hard Drives, Technology, 7, $875.0, 2021-12-11 09:58:23, Korea, 서천군, Tesco, Internet Banking, 90921, Y, 
14540, c_14540, 하은 안, 413, Sketchbooks, School Items, 7, $21.0, 2021-12-11 09:58:23, Korea, 영동군, Tesco, Internet Banking, 57164, N, Account locked
14541, c_14541, 경숙 최, 215, Jackets, Clothes, 2, $40.0, 2021-12-12 18:54:17, Korea, 광주시, Tesco, Cash, 66385, Y, 
14542, c_14542, 민수 권, 418, Glue Stick, School Items, 5, $5.0, 2021-06-23 12:07:15, Korea, 홍천군, Tesco, Card, 74585, N, Invalid card number
14543, c_14543, 아름 이, 421, Sharpie pens, School Items, 8, $16.0, 2021-05-10 12:07:21, Korea, 태백시, Tesco, Internet Banking, 90918, Y, 
14544, c_14544, 정순 이, 202, Shoes, Clothes, 9, $540.0, 2021-11-11 11:50:11, Korea, 옥천군, Tesco, Gift card, 14099, Y, 
14545, c_14545, 미숙 강, 421, Sharpie pens, School Items, 4, $8.0, 2021-02-14 17:32:29, Korea, 양주시, Tesco, Card, 80111, Y, 
14546, c_14546, 은정 이, 219, Boxers, Clothes, 1, $5.0, 2021-11-16 18:22:07, Korea, 영동군, Tesco, Cash, 88235, N, Insufficent funds
14547, c_14547, 은영 최, 302, Recliners, Furniture, 10, $1650.0, 2021-09-06 10:51:44, Korea, 하남시, Tesco, Gift card, 12945, Y, 
14548, c_14548, 시우 김, 207, Kahkis, Clothes, 9, $135.0, 2021-12-11 08:37:31, Korea, 보령시, Amazon, Internet Banking, 92380, Y, 
14549, c_14549, 예진 류, 205, Socks, Clothes, 9, $45.0, 2021-12-11 08:37:31, Korea, 광명시, Amazon, Card, 60240, Y, 
14550, c_14550, 지현 강, 301, Couches, Furniture, 6, $1800.0, 2021-11-01 16:19:24, Korea, 홍성군, Mediamarkt, Electronic, 44768, Y, 
14551, c_14551, 경자 주, 312, Stool, Furniture, 10, $250.0, 2021-11-21 13:42:05, Korea, 부천시 소사구, Tesco, Electronic, 88259, Y, 
14552, c_14552, 순옥 전, 120, Virtual Assistant, Technology, 4, $716.0, 2021-12-05 12:07:00, Korea, 의정부시, Tesco, Electronic, 21531, Y, 
14553, c_14553, 영호 류, 310, Ladders, Furniture, 4, $92.0, 2021-12-05 12:07:00, Korea, 증평군, Tesco, Cash, 63556, Y, 
14554, c_14554, 정자 김, 109, TVs, Technology, 4, $4800.0, 2021-12-24 10:55:23, Korea, 부여군, Amazon, Internet Banking, 23912, N, Account locked
14555, c_14555, 서준 강, 310, Ladders, Furniture, 10, $230.0, 2021-11-19 18:43:46, Korea, 제천시, Amazon, Gift card, 35410, Y, 
14556, c_14556, 윤서 구, 201, Underwear, Clothes, 10, $90.0, 2021-11-19 18:43:46, Korea, 철원군, Amazon, Card, 88472, Y, 
14557, c_14557, 지우 이, 109, TVs, Technology, 3, $3600.0, 2021-12-28 15:56:18, Korea, 광주시, Tesco, Card, 66220, N, Invalid CVV
14558, c_14558, 정자 최, 218, Briefs, Clothes, 10, $50.0, 2021-12-01 19:47:17, Korea, 성남시 분당구, Tesco, Card, 84401, Y, 
14559, c_14559, 정순 안, 225, Cap, Clothes, 10, $200.0, 2021-12-01 19:47:17, Korea, 양주시, Tesco, Cash, 84841, N, Insufficent funds
14560, c_14560, 옥자 이, 112, Smart fridges, Technology, 8, $2792.0, 2021-09-17 17:21:29, Korea, 옥천군, Tesco, Card, 14049, Y, 
14561, c_14561, 민수 김, 115, USB, Technology, 10, $150.0, 2021-12-04 13:06:29, Korea, 청주시 흥덕구, Aldi, Electronic, 45350, N, Account locked
14562, c_14562, 지아 오, 315, Grandfather clock, Furniture, 10, $5000.0, 2021-12-04 13:06:29, Korea, 고양시 일산서구, Aldi, Electronic, 89429, Y, 
14563, c_14563, 경희 이, 416, Folders, School Items, 9, $9.0, 2021-03-11 11:55:10, Korea, 시흥시, Tesco, Internet Banking, 94162, Y, 
14564, c_14564, 성호 박, 300, Chairs, Furniture, 4, $240.0, 2021-10-12 13:29:02, Korea, 증평군, Tesco, Gift card, 31180, Y, 
14565, c_14565, 경수 송, 209, Dresses, Clothes, 4, $396.0, 2021-10-12 13:29:02, Korea, 청양군, Tesco, Card, 13207, Y, 
14566, c_14566, 예지 김, 103, Microwaves, Technology, 7, $1120.0, 2021-08-18 14:23:32, Korea, 아산시, Tesco, Card, 42336, N, Invalid CVV
14567, c_14567, 성수 이, 301, Couches, Furniture, 6, $1800.0, 2021-12-22 20:41:09, Korea, 용인시 수지구, Amazon, Internet Banking, 36641, Y, 
14568, c_14568, 춘자 문, 103, Microwaves, Technology, 6, $960.0, 2021-12-08 16:25:22, Korea, 천안시 서북구, Mediamarkt, Gift card, 20155, Y, 
14569, c_14569, 순옥 서, 409, Crayons, School Items, 8, $24.0, 2021-10-18 15:09:20, Korea, 예산군, Tesco, Cash, 92994, N, Insufficent funds
14570, c_14570, 영미 김, 113, Mouse, Technology, 8, $640.0, 2021-10-18 15:09:20, Korea, 춘천시, Tesco, Gift card, 16086, N, Insufficent funds
14571, c_14571, 성진 한, 115, USB, Technology, 5, $75.0, 2021-01-11 18:03:02, Korea, 인제군, Tesco, Card, 60460, Y, 
fourteen thousand five hundred and seventy-second, c_14572, 수민 김, 311, Ottoman, Furniture, 6, $300.0, 2021-08-25 19:15:29, Korea, 옥천군, Tesco, Card, 15486, Y, 
14573, c_14573, 상현 최, 105, Electronic Locks, Technology, 6, $510.0, 2021-08-25 19:15:29, Korea, 수원시, Tesco, Electronic, 72467, Y, 
14574, c_14574, 성현 손, 115, USB, Technology, 6, $90.0, 2021-03-02 17:24:01, Korea, 강릉시, Tesco, Internet Banking, 36647, Y, 
14575, c_14575, 영일 김, 209, Dresses, Clothes, 9, $891.0, 2021-03-21 08:11:13, Korea, 증평군, Tesco, Gift card, 89701, Y, 
14576, c_14576, 상현 강, 101, Hard Drives, Technology, 9, $1125.0, 2021-03-21 08:11:13, Korea, 용인시 기흥구, Tesco, Card, 19282, Y, 
fourteen thousand five hundred and seventy-seventh, c_14577, 영순 최, 106, Drones, Technology, 10, $500.0, 2021-11-24 10:16:53, Korea, 가평군, Tesco, Cash, 35051, Y, 
14578, c_14578, 영철 한, 222, Earrings, Clothes, 10, $800.0, 2021-10-15 15:55:09, Korea, 성남시 수정구, Amazon, Electronic, 87176, Y, 
14579, c_14579, 유진 윤, 110, Remotes, Technology, 10, $250.0, 2021-10-15 15:55:09, Korea, 천안시 서북구, Amazon, Card, 57375, Y, 
14580, c_14580, 영길 박, 225, Cap, Clothes, 6, $120.0, 2021-12-28 09:02:35, Korea, 시흥시, Mediamarkt, Internet Banking, 37161, Y, 
14581, c_14581, 민석 김, 108, Tablets, Technology, 6, $3600.0, 2021-12-28 09:02:35, Korea, 시흥시, Mediamarkt, Cash, 24089, Y, 
14582, c_14582, 예은 김, 305, Clocks, Furniture, 3, $300.0, 2021-12-17 20:43:39, Korea, 화성시, Mediamarkt, Cash, 22756, Y, 
14583, c_14583, 영미 최, 407, Bags, School Items, 3, $30.0, 2021-12-17 20:43:39, Korea, 서산시, Mediamarkt, Internet Banking, 84675, Y, 
14584, c_14584, 영철 양, 417, Pencil Pouch, School Items, 8, $40.0, 2021-06-07 14:43:16, Korea, 천안시 서북구, Tesco, Cash, 86439, Y, 
14585, c_14585, 우진 김, 220, Bow-ties, Clothes, 8, $120.0, 2021-06-07 14:43:16, Korea, 영월군, Tesco, Gift card, 37595, Y, 
14586, c_14586, 재현 김, 202, Shoes, Clothes, 2, $120.0, 2021-02-19 13:47:24, Korea, 성남시 중원구, Tesco, Cash, 81743, Y, 
14587, c_14587, 승민 박, 104, Headphones, Technology, 10, $1300.0, 2021-11-19 18:13:16, Korea, 삼척시, Tesco, Cash, 98760, Y, 
14588, c_14588, 명자 이, 403, Erasers, School Items, 10, $15.0, 2021-11-19 18:13:16, Korea, 의왕시, Tesco, Card, 29117, Y, 
14589, c_14589, 상철 이, 304, Cabinets, Furniture, 10, $800.0, 2021-11-28 20:51:47, Korea, 안산시 상록구, Mediamarkt, Card, 91746, Y, 
14590, c_14590, 서영 이, 423, Index cards, School Items, 10, $20.0, 2021-11-28 20:51:47, Korea, 양양군, Mediamarkt, Electronic, 75219, Y, 
14591, c_14591, 은지 박, 410, Markers, School Items, 8, $24.0, 2021-01-24 15:44:10, Korea, 과천시, Tesco, Electronic, 46150, N, Account locked
14592, c_14592, 민재 이, 201, Underwear, Clothes, 8, $72.0, 2021-05-28 11:07:37, Korea, 논산시, Tesco, Card, 88139, Y, 
14593, c_14593, 춘자 백, 219, Boxers, Clothes, 7, $35.0, 2021-06-22 08:49:48, Korea, 양양군, Tesco, Card, 56387, N, Invalid CVV
14594, c_14594, 영숙 백, 224, Wallet, Clothes, 7, $455.0, 2021-06-22 08:49:48, Korea, 수원시, Tesco, Gift card, 37025, Y, 
14595, c_14595, 시우 강, 105, Electronic Locks, Technology, 5, $425.0, 2021-12-10 15:45:39, Korea, 의왕시, Amazon, Card, 19329, Y, 
14596, c_14596, 지혜 장, 305, Clocks, Furniture, 5, $500.0, 2021-04-18 17:42:04, Korea, 용인시 수지구, Tesco, Card, 64450, Y, 
14597, c_14597, 영수 김, 404, Chromebooks, School Items, 5, $600.0, 2021-04-18 17:42:04, Korea, 수원시 영통구, Tesco, Card, 32567, Y, 
14598, c_14598, 미영 남, 100, Laptops, Technology, 9, $4050.0, 2021-04-13 08:59:33, Korea, 강릉시, Tesco, Card, 27859, N, Invalid zip code
14599, c_14599, 지현 김, 109, TVs, Technology, 5, $6000.0, 2021-07-01 09:42:32, Korea, 제천시, Tesco, Electronic, 88184, Y, 
14600, c_14600, 영희 서, 416, Folders, School Items, 6, $6.0, 2021-12-09 14:30:13, Korea, 청주시 상당구, Aldi, Cash, 20965, Y, 
14601, c_14601, 경수 김, 120, Virtual Assistant, Technology, 6, $1074.0, 2021-12-24 09:12:57, Korea, 서천군, Tesco, Gift card, 40076, N, Insufficent funds
14602, c_14602, 민수 배, 314, Cradle, Furniture, 6, $774.0, 2021-12-24 09:12:57, Korea, 부여군, Tesco, Card, 13024, Y, 
14603, c_14603, 보람 김, 309, Beds, Furniture, 6, $3000.0, 2021-11-27 19:28:20, Korea, 부여군, Tesco, Gift card, 76248, Y, 
fourteen thousand six hundred and fourth, c_14604, 옥순 김, 300, Chairs, Furniture, 6, $360.0, 2021-11-27 19:28:20, Korea, 수원시, Tesco, Internet Banking, 81497, Y, 
14605, c_14605, 지혜 김, 111, Earbuds, Technology, 8, $960.0, 2021-10-23 14:17:19, Korea, 청주시 흥덕구, Tesco, Cash, 67550, Y, 
14606, c_14606, 지민 이, 112, Smart fridges, Technology, 8, $2792.0, 2021-10-23 14:17:19, Korea, 남양주시, Tesco, Electronic, 29523, Y, 
14607, c_14607, 민수 양, 213, Tracksuit, Clothes, 5, $245.0, 2021-12-17 16:39:48, Korea, 여주시, Mediamarkt, Card, 24511, Y, 
14608, c_14608, 영순 이, 415, Pens, School Items, 5, $7.5, 2021-12-17 16:39:48, Korea, 의정부시, Mediamarkt, Gift card, 63363, Y, 
14609, c_14609, 주원 김, 117, Fridges, Technology, 7, $1890.0, 2021-10-08 14:56:07, Korea, 서천군, Amazon, Electronic, 81335, Y, 
14610, c_14610, 현정 김, 226, Watch, Clothes, 7, $420.0, 2021-09-20 12:20:24, Korea, 성남시 분당구, Tesco, Electronic, 48949, Y, 
14611, c_14611, 정웅 박, 111, Earbuds, Technology, 5, $600.0, 2021-05-13 11:57:03, Korea, 안산시 상록구, Tesco, Cash, 57942, N, Insufficent funds
fourteen thousand six hundred and twelfth, c_14612, 아름 황, 120, Virtual Assistant, Technology, 5, $895.0, 2021-05-13 11:57:03, Korea, 보은군, Tesco, Gift card, 39237, Y, 
14613, c_14613, 순옥 박, 204, Formal Wear, Clothes, 5, $600.0, 2021-10-26 19:26:58, Korea, 공주시, Tesco, Internet Banking, 10301, Y, 
14614, c_14614, 명자 김, 104, Headphones, Technology, 10, $1300.0, 2021-12-12 15:09:33, Korea, 고양시 덕양구, Aldi, Card, 87447, N, Invalid zip code
14615, c_14615, 영자 이, 105, Electronic Locks, Technology, 4, $340.0, 2021-12-10 20:27:03, Korea, 용인시 기흥구, Amazon, Internet Banking, 61128, Y, 
14616, c_14616, 경자 손, 220, Bow-ties, Clothes, 9, $135.0, 2021-12-15 13:57:14, Korea, 부천시 소사구, Amazon, Electronic, 73438, Y, 
14617, c_14617, 미숙 박, 115, USB, Technology, 1, $15.0, 2021-12-13 11:51:07, Korea, 용인시, Tesco, Electronic, 59208, N, Account locked
14618, c_14618, 현준 김, 306, Bookcase, Furniture, 1, $150.0, 2021-12-13 11:51:07, Korea, 성남시 중원구, Tesco, Gift card, 74639, N, Insufficent funds
14619, c_14619, 승민 우, 202, Shoes, Clothes, 4, $240.0, 2021-01-27 10:20:51, Korea, 과천시, Tesco, Card, 27922, Y, 
14620, c_14620, 영진 이, 312, Stool, Furniture, 7, $175.0, 2021-12-05 15:22:49, Korea, 안양시, Amazon, Electronic, 17948, Y, 
14621, c_14621, 영미 양, 316, Shelves, Furniture, 3, $90.0, 2021-03-11 08:14:26, Korea, 가평군, Tesco, Electronic, 85954, Y, 
14622, c_14622, 옥순 김, 114, Webcam, Technology, 3, $360.0, 2021-03-11 08:14:26, Korea, 음성군, Tesco, Cash, 92113, Y, 
14623, c_14623, 은주 김, 414, Notepads, School Items, 10, $30.0, 2021-12-13 15:44:55, Korea, 수원시 영통구, Aldi, Cash, 35216, Y, 
14624, c_14624, 지혜 김, 416, Folders, School Items, 10, $10.0, 2021-12-13 15:44:55, Korea, 진천군, Aldi, Electronic, 75157, Y, 
14625, c_14625, 지민 강, 108, Tablets, Technology, 7, $4200.0, 2021-07-10 13:05:29, Korea, 안성시, Tesco, Internet Banking, 24958, Y, 
14626, c_14626, 서연 이, 303, Tables, Furniture, 3, $1050.0, 2021-09-14 12:08:39, Korea, 태백시, Tesco, Card, 17657, Y, 
14627, c_14627, 현지 류, 304, Cabinets, Furniture, 5, $400.0, 2021-12-23 13:37:16, Korea, 정선군, Amazon, Cash, 98135, Y, 
fourteen thousand six hundred and twenty-eighth, c_14628, 옥자 박, 116, Cables, Technology, 9, $270.0, 2021-02-11 19:45:35, Korea, 제천시, Tesco, Cash, 82376, Y, 
14629, c_14629, 정순 류, 111, Earbuds, Technology, 6, $720.0, 2021-06-11 08:56:04, Korea, 안양시 동안구, Amazon, Gift card, 17645, N, Insufficent funds
14630, c_14630, 민수 서, 305, Clocks, Furniture, 9, $900.0, 2021-12-21 17:14:08, Korea, 용인시 처인구, Mediamarkt, Card, 81353, Y, 
14631, c_14631, 서준 이, 104, Headphones, Technology, 7, $910.0, 2021-12-01 17:41:43, Korea, 이천시, Aldi, Electronic, 34606, Y, 
14632, c_14632, 미정 김, 316, Shelves, Furniture, 7, $210.0, 2021-11-10 20:52:21, Korea, 오산시, Tesco, Electronic, 13918, N, Account locked
14633, c_14633, 수민 김, 115, USB, Technology, 7, $105.0, 2021-11-10 20:52:21, Korea, 여주시, Tesco, Gift card, 39507, N, Insufficent funds
14634, c_14634, 수빈 한, 423, Index cards, School Items, 3, $6.0, 2021-10-11 10:18:51, Korea, 제천시, Tesco, Gift card, 10883, Y, 
14635, c_14635, 정식 최, 300, Chairs, Furniture, 10, $600.0, 2021-03-03 11:05:56, Korea, 부천시 소사구, Tesco, Cash, 83030, Y, 
14636, c_14636, 미정 박, 208, Gowns, Clothes, 3, $87.0, 2021-11-01 16:42:21, Korea, 양주시, Tesco, Internet Banking, 86930, Y, 
14637, c_14637, 민지 김, 417, Pencil Pouch, School Items, 9, $45.0, 2021-11-07 13:34:38, Korea, 안양시, Tesco, Internet Banking, 88705, N, Account locked
14638, c_14638, 영일 이, 112, Smart fridges, Technology, 4, $1396.0, 2021-12-05 15:52:08, Korea, 서천군, Aldi, Card, 26994, Y, 
14639, c_14639, 지은 박, 415, Pens, School Items, 2, $3.0, 2021-12-12 19:15:45, Korea, 수원시 영통구, Amazon, Card, 26843, Y, 
fourteen thousand six hundred and fortieth, c_14640, 서현 박, 310, Ladders, Furniture, 7, $161.0, 2021-11-18 18:19:09, Korea, 안산시, Mediamarkt, Cash, 36036, Y, 
14641, c_14641, 서준 구, 310, Ladders, Furniture, 7, $161.0, 2021-11-18 18:19:09, Korea, 동해시, Mediamarkt, Cash, 59533, Y, 
14642, c_14642, 정희 민, 405, Textbooks, School Items, 9, $585.0, 2021-01-10 09:04:51, Korea, 평창군, Tesco, Gift card, 66759, N, Insufficent funds
14643, c_14643, 준서 홍, 309, Beds, Furniture, 10, $5000.0, 2021-03-27 11:26:21, Korea, 정선군, Tesco, Electronic, 37439, Y, 
14644, c_14644, 민재 김, 224, Wallet, Clothes, 10, $650.0, 2021-03-27 11:26:21, Korea, 성남시 분당구, Tesco, Card, 92922, Y, 
14645, c_14645, 민서 김, 101, Hard Drives, Technology, 1, $125.0, 2021-01-13 12:36:32, Korea, 구리시, Tesco, Cash, 39851, N, Insufficent funds
14646, c_14646, 지훈 주, 300, Chairs, Furniture, 4, $240.0, 2021-06-17 20:12:58, Korea, 평택시, Tesco, Electronic, 76506, Y, 
fourteen thousand six hundred and forty-seventh, c_14647, 정훈 김, 415, Pens, School Items, 4, $6.0, 2021-06-17 20:12:58, Korea, 화천군, Tesco, Internet Banking, 26646, N, Account locked
14648, c_14648, 혜진 이, 221, Scarves, Clothes, 9, $162.0, 2021-01-09 10:34:14, Korea, 부천시 오정구, Tesco, Gift card, 93600, Y, 
fourteen thousand six hundred and forty-ninth, c_14649, 미영 남, 217, Ties, Clothes, 9, $135.0, 2021-01-09 10:34:14, Korea, 아산시, Tesco, Cash, 30287, N, Insufficent funds
